"address","storey_range","floor_area_sqm","remaining_lease_year","resale_price","LATITUDE","LONGITUDE","PROX_CBD","PROX_ELDERLYCARE","PROX_HAWKER","PROX_MRTLRT","PROX_PARKS","PROX_SUPERMARKETS","PROX_CLINICS","NUM_KINDERGARDEN_350M","NUM_CHILDCARE_350M","NUM_BUSSTOP_350M","NUM_PRISCH_1KM","01TO03","04TO06","07TO09","10TO12","13TO15","16TO18","19TO21","22TO24","25TO27","28TO30","31TO33","34TO36","37TO39","40TO42","43TO45","46TO48","49TO51"
"477 SEMBAWANG DR","10 TO 12",86,80,3e+05,1.452085,103.8166,29.15,1.340212,2.40317,2.046128,0.3229625,0.6583545,0.5867574,0,1,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"406 SEMBAWANG DR","10 TO 12",86,80,3e+05,1.45293,103.817,28.707,0.5489265,0.7438889,0.7755459,0.7843447,0.4222168,5.554898e-06,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"466D SEMBAWANG DR","01 TO 03",91,85,305000,1.455953,103.8135,27.281,0.3576972,1.358599,1.167898,0.4845202,0.7980227,0.1406012,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"485 ADMIRALTY LINK","10 TO 12",85,83,310000,1.456425,103.8159,29.06,0.1752898,0.7241528,0.387252,0.9233667,0.3831808,0.3832167,1,6,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"407 SEMBAWANG DR","13 TO 15",90,80,310000,1.453326,103.8168,28.669,0.2853952,0.1340591,0.3265397,0.1823128,0.1141866,0.04997099,4,16,78,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"504D MONTREAL DR","10 TO 12",90,81,318000,1.450458,103.8239,25.279,0.8928013,0.2271938,0.2231321,0.4924022,0.6146066,0.3878996,0,1,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"418 CANBERRA RD","07 TO 09",90,80,320000,1.452355,103.8193,26.227,1.360708,1.890281,0.9277339,0.3666627,1.22824,0.8352141,0,2,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"592C MONTREAL LINK","01 TO 03",93,94,322000,1.450939,103.8281,25.219,1.629433,2.373415,1.217313,0.7019928,1.182187,0.3178642,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"324 SEMBAWANG CL","10 TO 12",100,79,325000,1.444571,103.8178,28.234,0.4225853,1.640519,1.683624,0.5621707,1.003274,0.579618,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"508C WELLINGTON CIRCLE","07 TO 09",85,84,330000,1.452882,103.8214,25.59,0.346009,1.30565,0.7414048,0.8489907,0.6404282,0.2837106,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"488 ADMIRALTY LINK","04 TO 06",94,90,330000,1.455078,103.8165,28.882,0.7717323,0.7201071,0.3360692,0.4836671,0.06796083,0.06796893,1,9,9,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"510A WELLINGTON CIRCLE","07 TO 09",90,84,330000,1.453474,103.8203,25.752,0.7668198,0.6354984,0.3169891,0.4427512,0.1251168,0.02151776,4,7,10,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"487 ADMIRALTY LINK","10 TO 12",94,90,340000,1.455452,103.8161,28.958,1.642831,1.067473,1.220443,0.5427714,0.2563694,0.2563154,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"359 ADMIRALTY DR","10 TO 12",94,81,345000,1.449708,103.8159,27.867,0.449881,0.3772275,0.5171995,0.4122634,0.6504749,0.2079669,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"508A WELLINGTON CIRCLE","07 TO 09",90,84,350000,1.452514,103.8205,25.696,0.9697054,0.381639,1.169091,1.197641,0.6920827,0.5073354,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"488 ADMIRALTY LINK","16 TO 18",94,90,358000,1.455078,103.8165,28.882,0.7717323,0.7201071,0.3360692,0.4836671,0.06796083,0.06796893,1,9,9,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"463C SEMBAWANG DR","16 TO 18",92,95,368000,1.456235,103.8143,27.263,0.9340549,0.9803275,1.319703,0.6232492,0.4126139,0.3759946,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"360C ADMIRALTY DR","13 TO 15",95,81,370000,1.448675,103.8147,27.992,0.4261357,0.6242204,0.4067273,0.4111555,0.2131417,0.6928318,0,4,11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"592A MONTREAL LINK","16 TO 18",93,94,375000,1.450939,103.8271,25.07,0.6974537,0.8131319,1.333124,0.4052448,0.6004851,0.4442867,0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"340A SEMBAWANG CL","04 TO 06",94,81,375000,1.447534,103.8179,27.948,1.458832,0.4624214,0.9151561,1.104159,0.8971834,0.2493434,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"590C MONTREAL LINK","04 TO 06",93,94,380000,1.449943,103.8267,25.221,0.2297262,0.9155664,0.7734395,0.6866635,0.504474,0.113198,0,6,11,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"592C MONTREAL LINK","07 TO 09",93,94,395000,1.450939,103.8281,25.219,1.629433,2.373415,1.217313,0.7019928,1.182187,0.3178642,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"351B CANBERRA RD","07 TO 09",93,81,395000,1.450861,103.82,25.74,2.068365,1.038223,1.007984,1.37162,0.8695817,0.5769978,0,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"463B SEMBAWANG DR","16 TO 18",92,95,406000,1.455999,103.814,27.219,1.060783,0.8878363,1.342777,0.9357656,0.4502341,0.4988698,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"592B MONTREAL LINK","16 TO 18",93,94,415000,1.450664,103.8276,25.219,1.493188,1.323601,0.5497273,1.370931,0.3137726,0.1181661,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"157D RIVERVALE CRES","04 TO 06",91,83,310000,1.388087,103.9079,16.212,1.21615,0.5428174,0.6577335,0.2169437,0.2544743,0.1434228,3,3,11,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"122E RIVERVALE DR","01 TO 03",90,80,310000,1.387957,103.9059,16.055,1.282415,0.2966099,0.6591264,0.3396026,0.3625089,0.4582293,0,1,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"403D FERNVALE LANE","04 TO 06",92,84,320000,1.388219,103.8732,16.529,0.2444823,0.1197945,0.2451305,0.1721399,0.1325097,0.1347233,7,25,63,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"146 RIVERVALE DR","01 TO 03",100,79,325000,1.390496,103.9062,16.75,1.354355,1.111332,0.8200314,0.4178199,0.3276767,0.2667836,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"184A RIVERVALE CRES","04 TO 06",90,83,328000,1.392126,103.9075,16.749,0.9687661,1.170306,1.823952,0.6391402,1.041541,0.06736596,1,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"313A ANCHORVALE RD","01 TO 03",92,83,330000,1.391586,103.8875,18.549,0.4330739,0.6244038,0.7437206,0.6873332,0.0951057,0.3847772,0,9,13,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"207D COMPASSVALE LANE","01 TO 03",85,85,330000,1.384309,103.8976,16.025,0.5620346,1.596497,0.8440166,0.3980124,0.7955254,0.2362861,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"157A RIVERVALE CRES","04 TO 06",90,83,335000,1.387855,103.9084,15.997,1.180586,0.316133,0.4948298,0.4509311,0.6514932,0.5841917,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"298D COMPASSVALE ST","04 TO 06",94,81,340000,1.395817,103.9009,18.11,1.734852,1.780892,0.7968872,0.1992989,0.5505141,0.720576,0,1,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"157A RIVERVALE CRES","04 TO 06",90,83,340000,1.387855,103.9084,15.997,1.180586,0.316133,0.4948298,0.4509311,0.6514932,0.5841917,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"185A RIVERVALE CRES","07 TO 09",91,80,343000,1.393322,103.9071,16.756,1.669677,1.271976,0.3772623,0.4391504,0.3529731,0.1638773,0,2,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"185C RIVERVALE CRES","16 TO 18",85,80,345000,1.393174,103.9065,16.733,0.03512716,0.3396535,0.1950745,0.2434952,0.2356289,0.1833394,3,9,25,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"295C COMPASSVALE CRES","04 TO 06",90,81,346000,1.3973,103.9,18.572,2.50474,1.226818,1.285664,0.9637551,0.6813733,0.1782118,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"152 RIVERVALE CRES","07 TO 09",91,85,350000,1.391778,103.9062,16.455,0.6024263,2.122304,1.504712,0.1757221,0.5784177,0.5498375,1,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"297A COMPASSVALE ST","01 TO 03",94,81,350000,1.394836,103.9007,18.028,0.2997353,0.5031725,0.7958061,0.6061272,0.4778588,9.173406e-07,2,3,17,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"183D RIVERVALE CRES","16 TO 18",85,83,350000,1.39145,103.9087,16.457,0.1424685,0.027853,0.4243073,0.3321556,0.2621717,0.1705841,3,15,21,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"291D COMPASSVALE ST","13 TO 15",90,81,355000,1.396803,103.8985,18.449,2.973265,2.642152,1.033065,0.7113583,0.5618615,0.3490059,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"224D COMPASSVALE WALK","04 TO 06",102,78,357000,1.388549,103.8985,18.248,1.017094,0.5214252,0.3138764,0.1793455,0.2195187,0.3364747,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"184A RIVERVALE CRES","10 TO 12",90,83,358888,1.392126,103.9075,16.749,0.9687661,1.170306,1.823952,0.6391402,1.041541,0.06736596,1,1,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"303A ANCHORVALE LINK","10 TO 12",90,81,360000,1.387079,103.8908,17.894,0.807326,1.305807,1.023026,0.4123088,0.9013382,0.7025876,0,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"297B COMPASSVALE ST","04 TO 06",94,81,360000,1.394737,103.901,17.874,0.1029575,0.08232429,0.3079321,0.147947,0.06359347,0.1329696,11,24,99,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"296C COMPASSVALE CRES","13 TO 15",89,81,367000,1.397311,103.8997,18.487,0.6454101,0.8904917,1.371165,0.6762528,1.004639,1.138085,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"101 RIVERVALE WALK","13 TO 15",101,78,370000,1.382764,103.8993,15.452,2.140045,2.141487,0.3465279,0.9325161,0.6439364,0.4909697,2,4,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"156 RIVERVALE CRES","07 TO 09",90,85,370000,1.391109,103.9074,16.237,0.7269576,0.2295139,1.042664,0.4274893,0.3332483,0.6836081,0,1,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"434A FERNVALE RD","01 TO 03",94,93,375000,1.394374,103.8763,17.215,0.846418,1.651019,1.127722,0.07997485,0.706194,0.253293,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"298C COMPASSVALE ST","10 TO 12",94,81,377000,1.39627,103.901,18.165,0.4523224,0.4735613,0.08283296,0.1267246,0.1876474,0.2128555,1,5,15,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"309D ANCHORVALE RD","16 TO 18",95,82,377000,1.390811,103.8855,18.353,0.2422189,1.137943,1.881191,0.8402884,0.2926962,0.5462814,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"178C RIVERVALE CRES","10 TO 12",93,94,378000,1.388733,103.9107,16.56,1.466764,0.8099696,1.097323,0.3072399,0.3750988,0.4339782,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"202 COMPASSVALE DR","07 TO 09",85,81,380000,1.388608,103.8933,17.4,0.5269013,1.739293,0.9493272,0.8679172,0.4524136,0.6058209,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"178B RIVERVALE CRES","13 TO 15",93,94,385000,1.388547,103.91,16.51,1.789663,0.6324893,0.5379,0.2331457,0.347387,0.6463748,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"180C RIVERVALE CRES","10 TO 12",93,94,385000,1.389492,103.9097,16.427,1.564362,2.233725,0.6064642,0.3117088,0.1903434,0.2712436,1,1,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
